"ID";"Sex";"Age";"Periods";"TotalSuicides_1";"Unmarried_2";"Married_3";"Widowed_4";"Divorced_5";"HangingStrangulation_6";"DrugsMedicinesAlcohol_7";"TrainMetro_8";"Drowning_9";"JumpingFromHeight_10"
"1079";"3000   ";"60600";"2021JJ00";"     305";"     109";"     103";"       6";"      87";"     158";"      37";"      24";"      15";"      19"
"1080";"3000   ";"60700";"1950JJ00";"      75";"      15";"      40";"      19";"       1";"      43";"       4";"";"      11";"       1"
"1081";"3000   ";"60700";"1951JJ00";"      74";"       9";"      47";"      17";"       1";"      33";"       3";"";"      12";"       2"
"1082";"3000   ";"60700";"1952JJ00";"     100";"      14";"      61";"      23";"       2";"      56";"       3";"";"       9";"       1"
"1083";"3000   ";"60700";"1953JJ00";"      93";"      19";"      53";"      17";"       4";"      52";"       0";"";"      12";"       0"
"1084";"3000   ";"60700";"1954JJ00";"      86";"      12";"      61";"      11";"       2";"      46";"       1";"";"      12";"       1"
"1085";"3000   ";"60700";"1955JJ00";"      69";"      10";"      44";"      15";"       0";"      39";"       1";"";"      12";"       0"
"1086";"3000   ";"60700";"1956JJ00";"      75";"      10";"      50";"      15";"       0";"      42";"       3";"";"      16";"       0"
"1087";"3000   ";"60700";"1957JJ00";"      91";"      15";"      50";"      26";"       0";"      48";"       2";"";"      15";"       3"
"1088";"3000   ";"60700";"1958JJ00";"      88";"       6";"      62";"      16";"       4";"      36";"       2";"";"      20";"       3"
"1089";"3000   ";"60700";"1959JJ00";"     119";"      21";"      73";"      21";"       4";"      63";"       2";"";"      11";"       3"
"1090";"3000   ";"60700";"1960JJ00";"      96";"       8";"      62";"      22";"       4";"      63";"       1";"";"       8";"       1"
"1091";"3000   ";"60700";"1961JJ00";"     107";"      12";"      78";"      14";"       3";"      45";"       7";"";"      26";"       1"
"1092";"3000   ";"60700";"1962JJ00";"      93";"      13";"      57";"      19";"       4";"      47";"       7";"";"       8";"       4"
"1093";"3000   ";"60700";"1963JJ00";"      87";"      16";"      57";"      10";"       4";"      48";"       5";"";"      19";"       3"
"1094";"3000   ";"60700";"1964JJ00";"      81";"       9";"      49";"      20";"       3";"      29";"       2";"";"      20";"       3"
"1095";"3000   ";"60700";"1965JJ00";"      94";"      13";"      61";"      16";"       4";"      49";"       4";"";"      14";"       3"
"1096";"3000   ";"60700";"1966JJ00";"     104";"      12";"      67";"      22";"       3";"      57";"       4";"";"      19";"       2"
"1097";"3000   ";"60700";"1967JJ00";"      76";"      14";"      47";"      12";"       3";"      38";"       5";"";"      19";"       5"
"1098";"3000   ";"60700";"1968JJ00";"      98";"      19";"      63";"      14";"       2";"      49";"      13";"";"      18";"       5"
"1099";"3000   ";"60700";"1969JJ00";"     128";"      18";"      79";"      26";"       5";"      66";"      17";"";"      17";"       7"
"1100";"3000   ";"60700";"1970JJ00";"     121";"      14";"      85";"      21";"       1";"      61";"      18";"";"      24";"       5"
"1101";"3000   ";"60700";"1971JJ00";"     106";"      18";"      63";"      22";"       3";"      55";"      21";"";"      15";"       3"
"1102";"3000   ";"60700";"1972JJ00";"     124";"       6";"      95";"      17";"       6";"      62";"      22";"";"      20";"       2"
"1103";"3000   ";"60700";"1973JJ00";"     103";"      14";"      72";"      13";"       4";"      57";"      11";"";"      14";"       5"
"1104";"3000   ";"60700";"1974JJ00";"     130";"      16";"      87";"      15";"      12";"      68";"      16";"";"      30";"       4"
"1105";"3000   ";"60700";"1975JJ00";"      97";"      17";"      57";"      16";"       7";"      44";"      18";"";"      22";"       4"
"1106";"3000   ";"60700";"1976JJ00";"     116";"      18";"      65";"      23";"      10";"      52";"      10";"";"      30";"       7"
"1107";"3000   ";"60700";"1977JJ00";"     103";"      20";"      57";"      16";"      10";"      62";"      12";"";"      22";"       3"
"1108";"3000   ";"60700";"1978JJ00";"     124";"      14";"      78";"      25";"       7";"      68";"      16";"";"      16";"       5"
"1109";"3000   ";"60700";"1979JJ00";"     108";"      21";"      68";"      16";"       3";"      55";"       6";"       8";"      23";"       9"
"1110";"3000   ";"60700";"1980JJ00";"     137";"      13";"      93";"      18";"      13";"      74";"      15";"       9";"      25";"       4"
"1111";"3000   ";"60700";"1981JJ00";"     133";"      15";"      90";"      16";"      12";"      65";"      12";"       8";"      28";"       3"
"1112";"3000   ";"60700";"1982JJ00";"     144";"      21";"      85";"      25";"      13";"      68";"      14";"      16";"      23";"       4"
"1113";"3000   ";"60700";"1983JJ00";"     141";"      22";"      91";"      22";"       6";"      70";"      14";"       9";"      20";"       5"
"1114";"3000   ";"60700";"1984JJ00";"     136";"      17";"      91";"      15";"      13";"      68";"      11";"       9";"      23";"      10"
"1115";"3000   ";"60700";"1985JJ00";"     132";"      19";"      80";"      16";"      17";"      70";"      15";"       9";"      14";"       7"
"1116";"3000   ";"60700";"1986JJ00";"     147";"      28";"      86";"      15";"      18";"      76";"      13";"       7";"      17";"       8"
"1117";"3000   ";"60700";"1987JJ00";"     132";"      17";"      79";"      19";"      17";"      64";"      15";"       6";"      15";"       6"
"1118";"3000   ";"60700";"1988JJ00";"     116";"      11";"      73";"      16";"      16";"      50";"       5";"       9";"      22";"      10"
"1119";"3000   ";"60700";"1989JJ00";"     123";"      21";"      66";"      19";"      17";"      63";"      11";"       7";"      16";"       9"
"1120";"3000   ";"60700";"1990JJ00";"      95";"      17";"      46";"      11";"      21";"      46";"      10";"       5";"      17";"       6"
"1121";"3000   ";"60700";"1991JJ00";"     116";"      18";"      63";"      17";"      18";"      50";"      11";"      11";"      15";"       4"
"1122";"3000   ";"60700";"1992JJ00";"     117";"      22";"      56";"      14";"      25";"      48";"      11";"      10";"      25";"       7"
"1123";"3000   ";"60700";"1993JJ00";"     107";"      19";"      54";"      11";"      23";"      57";"      11";"       9";"       6";"       4"
"1124";"3000   ";"60700";"1994JJ00";"     122";"      17";"      74";"      12";"      19";"      67";"      17";"       7";"      10";"       6"
"1125";"3000   ";"60700";"1995JJ00";"     105";"      21";"      52";"      15";"      17";"      53";"      13";"       4";"      13";"       5"
"1126";"3000   ";"60700";"1996JJ00";"      95";"      17";"      49";"      13";"      16";"      46";"      11";"       9";"       5";"       1"
"1127";"3000   ";"60700";"1997JJ00";"     114";"      11";"      70";"      18";"      15";"      47";"      19";"      10";"      13";"       9"
"1128";"3000   ";"60700";"1998JJ00";"     103";"      14";"      48";"      17";"      24";"      49";"      13";"       8";"      12";"       7"
"1129";"3000   ";"60700";"1999JJ00";"     115";"      23";"      50";"      12";"      30";"      59";"      12";"       7";"      17";"       3"
"1130";"3000   ";"60700";"2000JJ00";"     100";"      18";"      48";"      14";"      20";"      50";"      13";"       8";"      15";"       4"
"1131";"3000   ";"60700";"2001JJ00";"     107";"      17";"      51";"      12";"      27";"      52";"       8";"       4";"      14";"      10"
"1132";"3000   ";"60700";"2002JJ00";"     103";"      16";"      57";"       4";"      26";"      42";"      17";"       4";"      14";"       6"
"1133";"3000   ";"60700";"2003JJ00";"     109";"      22";"      49";"      10";"      28";"      55";"      10";"       7";"      12";"       9"
"1134";"3000   ";"60700";"2004JJ00";"     104";"      20";"      50";"      13";"      21";"      56";"      12";"       7";"      10";"       6"
"1135";"3000   ";"60700";"2005JJ00";"      98";"      19";"      41";"      10";"      28";"      49";"      11";"       8";"      14";"       6"
"1136";"3000   ";"60700";"2006JJ00";"     122";"      21";"      54";"      20";"      27";"      56";"      16";"       8";"       8";"      17"
"1137";"3000   ";"60700";"2007JJ00";"     128";"      22";"      60";"      12";"      34";"      60";"      20";"      13";"      12";"      10"
"1138";"3000   ";"60700";"2008JJ00";"     122";"      24";"      59";"      11";"      28";"      68";"      15";"       9";"      12";"       6"
"1139";"3000   ";"60700";"2009JJ00";"     137";"      28";"      59";"      12";"      38";"      61";"      19";"      11";"      11";"       8"
"1140";"3000   ";"60700";"2010JJ00";"     169";"      30";"      75";"      17";"      47";"      69";"      23";"      17";"      19";"      16"
"1141";"3000   ";"60700";"2011JJ00";"     150";"      29";"      65";"      16";"      40";"      61";"      20";"      20";"      22";"      10"
"1142";"3000   ";"60700";"2012JJ00";"     152";"      34";"      72";"      13";"      33";"      70";"      21";"      11";"      20";"      11"
"1143";"3000   ";"60700";"2013JJ00";"     203";"      44";"      90";"      11";"      58";"     111";"      20";"      14";"      16";"      11"
"1144";"3000   ";"60700";"2014JJ00";"     164";"      35";"      90";"      13";"      26";"      82";"      23";"      11";"      14";"      10"
"1145";"3000   ";"60700";"2015JJ00";"     210";"      39";"      82";"      23";"      66";"     100";"      29";"      21";"      11";"      14"
"1146";"3000   ";"60700";"2016JJ00";"     225";"      60";"      96";"      11";"      58";"     120";"      28";"      18";"      14";"      19"
"1147";"3000   ";"60700";"2017JJ00";"     206";"      57";"      78";"      17";"      54";"     113";"      28";"      13";"      17";"      12"
"1148";"3000   ";"60700";"2018JJ00";"     185";"      49";"      83";"      11";"      42";"      98";"      25";"      16";"      14";"      14"
"1149";"3000   ";"60700";"2019JJ00";"     217";"      48";"      97";"      26";"      46";"     121";"      30";"      20";"       9";"      12"
"1150";"3000   ";"60700";"2020JJ00";"     188";"      57";"      69";"      16";"      46";"      92";"      28";"      12";"       6";"      10"
"1151";"3000   ";"60700";"2021JJ00";"     211";"      66";"      79";"      11";"      55";"     111";"      26";"      15";"      14";"       9"
"1152";"3000   ";"60800";"1950JJ00";"      54";"       7";"      19";"      26";"       2";"      29";"       0";"";"      11";"       1"
"1153";"3000   ";"60800";"1951JJ00";"      61";"       7";"      22";"      32";"       0";"      28";"       1";"";"      14";"       1"
"1154";"3000   ";"60800";"1952JJ00";"      63";"       7";"      21";"      32";"       3";"      39";"       0";"";"       8";"       1"
"1155";"3000   ";"60800";"1953JJ00";"      81";"       6";"      37";"      37";"       1";"      45";"       1";"";"      16";"       1"
"1156";"3000   ";"60800";"1954JJ00";"      65";"      12";"      29";"      23";"       1";"      31";"       3";"";"      12";"       2"
"1157";"3000   ";"60800";"1955JJ00";"      66";"      12";"      25";"      29";"       0";"      29";"       5";"";"      14";"       3"
"1158";"3000   ";"60800";"1956JJ00";"      68";"       8";"      36";"      24";"       0";"      35";"       0";"";"      13";"       1"
"1159";"3000   ";"60800";"1957JJ00";"      65";"       6";"      30";"      28";"       1";"      24";"       3";"";"       6";"       2"
"1160";"3000   ";"60800";"1958JJ00";"      97";"      16";"      36";"      41";"       4";"      46";"       1";"";"      22";"       3"
"1161";"3000   ";"60800";"1959JJ00";"      72";"       7";"      33";"      31";"       1";"      33";"       0";"";"      16";"       2"
"1162";"3000   ";"60800";"1960JJ00";"      56";"       7";"      12";"      35";"       2";"      21";"       2";"";"      13";"       2"
"1163";"3000   ";"60800";"1961JJ00";"      83";"      13";"      29";"      38";"       3";"      38";"       2";"";"      23";"       1"
"1164";"3000   ";"60800";"1962JJ00";"      84";"       9";"      37";"      35";"       3";"      42";"       1";"";"      14";"       1"
"1165";"3000   ";"60800";"1963JJ00";"      75";"       9";"      28";"      36";"       2";"      42";"       3";"";"       7";"       2"
"1166";"3000   ";"60800";"1964JJ00";"      81";"      14";"      28";"      35";"       4";"      40";"       5";"";"      14";"       3"
"1167";"3000   ";"60800";"1965JJ00";"      80";"       7";"      38";"      35";"       0";"      45";"       2";"";"      15";"       3"
"1168";"3000   ";"60800";"1966JJ00";"      62";"       4";"      30";"      27";"       1";"      34";"       4";"";"      11";"       3"
"1169";"3000   ";"60800";"1967JJ00";"      65";"       5";"      31";"      29";"       0";"      39";"       3";"";"      16";"       1"
"1170";"3000   ";"60800";"1968JJ00";"      75";"       5";"      35";"      34";"       1";"      47";"       3";"";"      15";"       1"
"1171";"3000   ";"60800";"1969JJ00";"      59";"      10";"      30";"      15";"       4";"      29";"       9";"";"      11";"       3"
"1172";"3000   ";"60800";"1970JJ00";"      79";"      11";"      33";"      31";"       4";"      52";"       5";"";"      15";"       4"
"1173";"3000   ";"60800";"1971JJ00";"      78";"       8";"      38";"      28";"       4";"      46";"       6";"";"      15";"       3"
"1174";"3000   ";"60800";"1972JJ00";"      73";"      12";"      35";"      24";"       2";"      41";"       6";"";"      12";"       3"
"1175";"3000   ";"60800";"1973JJ00";"      70";"       8";"      34";"      22";"       6";"      28";"       9";"";"      18";"       7"
"1176";"3000   ";"60800";"1974JJ00";"      77";"      12";"      45";"      19";"       1";"      44";"       3";"";"      15";"       6"
"1177";"3000   ";"60800";"1975JJ00";"      91";"      17";"      40";"      29";"       5";"      46";"       7";"";"      14";"      11"
"1178";"3000   ";"60800";"1976JJ00";"      90";"       8";"      48";"      30";"       4";"      51";"       7";"";"      13";"       6"
"1179";"3000   ";"60800";"1977JJ00";"      78";"      11";"      35";"      28";"       4";"      41";"       8";"";"      14";"       4"
"1180";"3000   ";"60800";"1978JJ00";"      69";"       6";"      41";"      20";"       2";"      33";"       2";"";"      18";"       8"
"1181";"3000   ";"60800";"1979JJ00";"      91";"       8";"      42";"      34";"       7";"      49";"       5";"       4";"      23";"       5"
"1182";"3000   ";"60800";"1980JJ00";"      87";"      10";"      40";"      33";"       4";"      49";"       4";"       5";"      17";"       4"
"1183";"3000   ";"60800";"1981JJ00";"      85";"      13";"      39";"      30";"       3";"      44";"      10";"       3";"      15";"       8"
"1184";"3000   ";"60800";"1982JJ00";"      93";"       9";"      52";"      26";"       6";"      47";"       7";"       8";"      16";"       3"
"1185";"3000   ";"60800";"1983JJ00";"     115";"      20";"      59";"      32";"       4";"      44";"      13";"       6";"      33";"       7"
"1186";"3000   ";"60800";"1984JJ00";"     113";"       8";"      61";"      33";"      11";"      55";"       8";"       9";"      19";"       7"
"1187";"3000   ";"60800";"1985JJ00";"      97";"      13";"      58";"      22";"       4";"      46";"      10";"       5";"      23";"      10"
"1188";"3000   ";"60800";"1986JJ00";"      93";"      11";"      47";"      31";"       4";"      49";"       9";"       3";"      22";"       4"
"1189";"3000   ";"60800";"1987JJ00";"     101";"      13";"      54";"      28";"       6";"      56";"       6";"       9";"      16";"       5"
"1190";"3000   ";"60800";"1988JJ00";"      97";"      14";"      46";"      27";"      10";"      41";"       9";"       5";"      20";"       7"
"1191";"3000   ";"60800";"1989JJ00";"      78";"      10";"      40";"      26";"       2";"      38";"       8";"       5";"      14";"       5"
"1192";"3000   ";"60800";"1990JJ00";"      76";"       8";"      37";"      26";"       5";"      38";"       5";"       4";"      18";"       5"
"1193";"3000   ";"60800";"1991JJ00";"      90";"       7";"      46";"      32";"       5";"      39";"      13";"       6";"      12";"       5"
"1194";"3000   ";"60800";"1992JJ00";"     102";"      19";"      50";"      24";"       9";"      46";"      16";"       8";"      16";"       8"
"1195";"3000   ";"60800";"1993JJ00";"     101";"      14";"      52";"      27";"       8";"      42";"      12";"       8";"      18";"      10"
"1196";"3000   ";"60800";"1994JJ00";"      90";"       9";"      51";"      25";"       5";"      45";"      10";"       8";"      12";"       3"
"1197";"3000   ";"60800";"1995JJ00";"      79";"       4";"      50";"      19";"       6";"      48";"       5";"       2";"       6";"       7"
"1198";"3000   ";"60800";"1996JJ00";"      84";"      10";"      44";"      23";"       7";"      50";"       8";"       5";"       8";"       7"
"1199";"3000   ";"60800";"1997JJ00";"      72";"       6";"      40";"      18";"       8";"      33";"       9";"       5";"       9";"       8"
"1200";"3000   ";"60800";"1998JJ00";"      67";"       3";"      33";"      20";"      11";"      29";"       7";"       2";"      15";"       3"
"1201";"3000   ";"60800";"1999JJ00";"      76";"       8";"      41";"      20";"       7";"      38";"       8";"       4";"      11";"       5"
"1202";"3000   ";"60800";"2000JJ00";"      74";"      10";"      37";"      23";"       4";"      39";"       6";"       5";"      10";"       5"
"1203";"3000   ";"60800";"2001JJ00";"      73";"      10";"      36";"      18";"       9";"      35";"       9";"       3";"       7";"      10"
"1204";"3000   ";"60800";"2002JJ00";"      78";"      13";"      40";"      20";"       5";"      35";"       9";"       8";"       8";"       5"
"1205";"3000   ";"60800";"2003JJ00";"      70";"       5";"      35";"      15";"      15";"      32";"       5";"       2";"      13";"       8"
"1206";"3000   ";"60800";"2004JJ00";"      54";"       9";"      31";"       8";"       6";"      29";"       6";"       6";"       6";"       3"
"1207";"3000   ";"60800";"2005JJ00";"      71";"      11";"      34";"      18";"       8";"      41";"      12";"       6";"       5";"       3"
"1208";"3000   ";"60800";"2006JJ00";"      76";"       7";"      33";"      20";"      16";"      43";"      10";"       0";"      12";"       6"
"1209";"3000   ";"60800";"2007JJ00";"      66";"       7";"      29";"      19";"      11";"      32";"      11";"       3";"       9";"       3"
"1210";"3000   ";"60800";"2008JJ00";"      76";"      18";"      35";"      16";"       7";"      34";"      11";"       2";"      13";"       5"
"1211";"3000   ";"60800";"2009JJ00";"      83";"      19";"      41";"      12";"      11";"      40";"       6";"       6";"      12";"       4"
"1212";"3000   ";"60800";"2010JJ00";"      76";"       9";"      38";"      20";"       9";"      38";"       5";"      10";"       9";"       6"
"1213";"3000   ";"60800";"2011JJ00";"      84";"      16";"      43";"      17";"       8";"      42";"      12";"       7";"       7";"       5"
"1214";"3000   ";"60800";"2012JJ00";"      74";"       8";"      34";"      17";"      15";"      31";"      10";"       4";"       9";"       8"
"1215";"3000   ";"60800";"2013JJ00";"      93";"      10";"      46";"      21";"      16";"      46";"      10";"       3";"       9";"      10"
"1216";"3000   ";"60800";"2014JJ00";"     108";"      12";"      54";"      21";"      21";"      46";"      25";"       5";"      11";"       5"
"1217";"3000   ";"60800";"2015JJ00";"     105";"      12";"      53";"      27";"      13";"      46";"      24";"       8";"      10";"       8"
"1218";"3000   ";"60800";"2016JJ00";"     121";"      19";"      61";"      19";"      22";"      59";"      19";"       7";"      13";"      13"
"1219";"3000   ";"60800";"2017JJ00";"     108";"      14";"      44";"      23";"      27";"      41";"      18";"       6";"      19";"       4"
"1220";"3000   ";"60800";"2018JJ00";"     106";"      16";"      47";"      21";"      22";"      51";"      12";"       8";"       8";"       6"
"1221";"3000   ";"60800";"2019JJ00";"     120";"      16";"      59";"      22";"      23";"      60";"      17";"       8";"      17";"       4"
"1222";"3000   ";"60800";"2020JJ00";"     138";"       9";"      75";"      19";"      35";"      66";"      19";"       8";"      14";"       8"
"1223";"3000   ";"60800";"2021JJ00";"     121";"      21";"      57";"      20";"      23";"      56";"      11";"       5";"       3";"      10"
"1224";"3000   ";"21700";"1950JJ00";"      20";"       1";"       1";"      18";"       0";"      10";"       0";"";"       6";"       1"
"1225";"3000   ";"21700";"1951JJ00";"      17";"       1";"       2";"      14";"       0";"       9";"       1";"";"       5";"       0"
"1226";"3000   ";"21700";"1952JJ00";"      19";"       1";"       6";"      12";"       0";"      10";"       1";"";"       4";"       1"
"1227";"3000   ";"21700";"1953JJ00";"      26";"       2";"       6";"      18";"       0";"      14";"       0";"";"       7";"       2"
"1228";"3000   ";"21700";"1954JJ00";"      34";"       3";"       8";"      21";"       2";"      23";"       0";"";"       4";"       2"
"1229";"3000   ";"21700";"1955JJ00";"      33";"       2";"       6";"      25";"       0";"      17";"       0";"";"       8";"       2"
"1230";"3000   ";"21700";"1956JJ00";"      24";"       3";"       5";"      16";"       0";"      16";"       1";"";"       5";"       0"
"1231";"3000   ";"21700";"1957JJ00";"      26";"       2";"       5";"      19";"       0";"      18";"       0";"";"       4";"       0"
"1232";"3000   ";"21700";"1958JJ00";"      21";"       0";"       8";"      13";"       0";"      12";"       0";"";"       3";"       1"
"1233";"3000   ";"21700";"1959JJ00";"      42";"       4";"       6";"      32";"       0";"      22";"       1";"";"      10";"       1"
"1234";"3000   ";"21700";"1960JJ00";"      33";"       4";"       7";"      20";"       2";"      17";"       0";"";"      10";"       0"
"1235";"3000   ";"21700";"1961JJ00";"      36";"       1";"       8";"      26";"       1";"      18";"       0";"";"       8";"       2"
"1236";"3000   ";"21700";"1962JJ00";"      32";"       5";"       8";"      19";"       0";"      18";"       0";"";"       6";"       2"
"1237";"3000   ";"21700";"1963JJ00";"      38";"       4";"       9";"      25";"       0";"      20";"       1";"";"      10";"       0"
"1238";"3000   ";"21700";"1964JJ00";"      37";"       5";"       9";"      23";"       0";"      21";"       1";"";"       6";"       1"
"1239";"3000   ";"21700";"1965JJ00";"      53";"       5";"      15";"      31";"       2";"      26";"       1";"";"      18";"       1"
"1240";"3000   ";"21700";"1966JJ00";"      44";"       4";"      11";"      29";"       0";"      26";"       1";"";"      10";"       1"
"1241";"3000   ";"21700";"1967JJ00";"      41";"       2";"       9";"      30";"       0";"      25";"       1";"";"       8";"       2"
"1242";"3000   ";"21700";"1968JJ00";"      34";"       0";"       8";"      24";"       2";"      20";"       2";"";"       8";"       2"
"1243";"3000   ";"21700";"1969JJ00";"      42";"       2";"       7";"      33";"       0";"      30";"       4";"";"       5";"       2"
"1244";"3000   ";"21700";"1970JJ00";"      45";"       2";"      12";"      30";"       1";"      30";"       2";"";"       9";"       1"
"1245";"3000   ";"21700";"1971JJ00";"      44";"       6";"      10";"      27";"       1";"      22";"       2";"";"      12";"       5"
"1246";"3000   ";"21700";"1972JJ00";"      55";"       1";"      18";"      34";"       2";"      28";"       7";"";"       9";"       5"
"1247";"3000   ";"21700";"1973JJ00";"      33";"       1";"      11";"      21";"       0";"      16";"       7";"";"       7";"       2"
"1248";"3000   ";"21700";"1974JJ00";"      43";"       3";"      16";"      24";"       0";"      23";"       2";"";"       6";"       9"
"1249";"3000   ";"21700";"1975JJ00";"      42";"       3";"      10";"      29";"       0";"      23";"       0";"";"      16";"       1"
"1250";"3000   ";"21700";"1976JJ00";"      53";"       2";"      17";"      33";"       1";"      28";"       5";"";"      12";"       5"
"1251";"3000   ";"21700";"1977JJ00";"      50";"       5";"      10";"      35";"       0";"      31";"       4";"";"      10";"       2"
"1252";"3000   ";"21700";"1978JJ00";"      44";"       1";"      11";"      31";"       1";"      25";"       3";"";"       9";"       5"
"1253";"3000   ";"21700";"1979JJ00";"      43";"       1";"      14";"      28";"       0";"      22";"       2";"       2";"       4";"       6"
"1254";"3000   ";"21700";"1980JJ00";"      58";"       6";"      11";"      39";"       2";"      26";"       7";"       1";"      17";"       5"
"1255";"3000   ";"21700";"1981JJ00";"      45";"       3";"      11";"      29";"       2";"      24";"       6";"       0";"       6";"       3"
"1256";"3000   ";"21700";"1982JJ00";"      59";"       7";"      22";"      30";"       0";"      26";"       6";"       2";"      12";"       6"
"1257";"3000   ";"21700";"1983JJ00";"      70";"       3";"      22";"      42";"       3";"      38";"       4";"       1";"      16";"       8"
"1258";"3000   ";"21700";"1984JJ00";"      63";"       5";"      22";"      34";"       2";"      36";"       6";"       1";"       8";"       8"
"1259";"3000   ";"21700";"1985JJ00";"      65";"       5";"      18";"      40";"       2";"      31";"       6";"       1";"      12";"       9"
"1260";"3000   ";"21700";"1986JJ00";"      66";"       8";"      21";"      34";"       3";"      36";"       4";"       0";"      12";"       9"
"1261";"3000   ";"21700";"1987JJ00";"      62";"       4";"      21";"      36";"       1";"      36";"       6";"       1";"       9";"       5"
"1262";"3000   ";"21700";"1988JJ00";"      69";"       1";"      16";"      50";"       2";"      38";"       5";"       2";"      13";"       9"
"1263";"3000   ";"21700";"1989JJ00";"      38";"       5";"      13";"      20";"       0";"      18";"       1";"       4";"       8";"       3"
"1264";"3000   ";"21700";"1990JJ00";"      56";"       5";"      16";"      34";"       1";"      26";"       8";"       3";"       9";"       6"
"1265";"3000   ";"21700";"1991JJ00";"      71";"       6";"      31";"      33";"       1";"      37";"       4";"       2";"      12";"      12"
"1266";"3000   ";"21700";"1992JJ00";"      63";"       2";"      20";"      38";"       3";"      28";"       8";"       4";"       6";"      10"
"1267";"3000   ";"21700";"1993JJ00";"      43";"       6";"      14";"      23";"       0";"      24";"       5";"       1";"       8";"       0"
"1268";"3000   ";"21700";"1994JJ00";"      59";"       2";"      20";"      34";"       3";"      34";"       5";"       1";"      14";"       2"
"1269";"3000   ";"21700";"1995JJ00";"      43";"       3";"      20";"      16";"       4";"      22";"       5";"       0";"       6";"       4"
"1270";"3000   ";"21700";"1996JJ00";"      63";"       5";"      18";"      37";"       3";"      32";"      11";"       1";"       9";"       6"
"1271";"3000   ";"21700";"1997JJ00";"      63";"      10";"      18";"      33";"       2";"      35";"       6";"       0";"      11";"       4"
"1272";"3000   ";"21700";"1998JJ00";"      68";"       3";"      20";"      40";"       5";"      33";"       7";"       2";"      13";"       4"
"1273";"3000   ";"21700";"1999JJ00";"      55";"       2";"      15";"      32";"       6";"      26";"      10";"       2";"       7";"       7"
"1274";"3000   ";"21700";"2000JJ00";"      60";"       5";"      17";"      36";"       2";"      27";"       9";"       5";"       8";"       5"
"1275";"3000   ";"21700";"2001JJ00";"      54";"       1";"      17";"      32";"       4";"      26";"       7";"       4";"       8";"       5"
"1276";"3000   ";"21700";"2002JJ00";"      53";"       5";"      12";"      29";"       7";"      30";"       6";"       0";"       7";"       6"
"1277";"3000   ";"21700";"2003JJ00";"      45";"       4";"      15";"      25";"       1";"      24";"       5";"       1";"       3";"       4"
"1278";"3000   ";"21700";"2004JJ00";"      57";"       5";"      16";"      30";"       6";"      23";"       9";"       2";"       8";"       8"
"1279";"3000   ";"21700";"2005JJ00";"      50";"       5";"      25";"      18";"       2";"      26";"       7";"       0";"       7";"       8"
"1280";"3000   ";"21700";"2006JJ00";"      61";"       8";"      17";"      29";"       7";"      28";"       6";"       4";"       8";"       8"
"1281";"3000   ";"21700";"2007JJ00";"      43";"       2";"      20";"      20";"       1";"      21";"      10";"       3";"       4";"       5"
"1282";"3000   ";"21700";"2008JJ00";"      46";"       3";"      17";"      25";"       1";"      16";"       7";"       2";"       8";"       8"
"1283";"3000   ";"21700";"2009JJ00";"      57";"       8";"      15";"      31";"       3";"      32";"      10";"       3";"       6";"       3"
"1284";"3000   ";"21700";"2010JJ00";"      50";"       2";"      15";"      30";"       3";"      22";"       8";"       1";"      11";"       5"
"1285";"3000   ";"21700";"2011JJ00";"      55";"       4";"      26";"      19";"       6";"      22";"      13";"       1";"       5";"      11"
"1286";"3000   ";"21700";"2012JJ00";"      58";"       3";"      23";"      27";"       5";"      20";"      16";"       4";"       9";"       4"
"1287";"3000   ";"21700";"2013JJ00";"      65";"       5";"      20";"      35";"       5";"      34";"      10";"       1";"       6";"       8"
"1288";"3000   ";"21700";"2014JJ00";"      52";"       2";"      21";"      25";"       4";"      23";"       8";"       2";"      12";"       6"
"1289";"3000   ";"21700";"2015JJ00";"      81";"       4";"      39";"      27";"      11";"      41";"      15";"       3";"       8";"       6"
"1290";"3000   ";"21700";"2016JJ00";"      73";"       4";"      25";"      37";"       7";"      26";"      25";"       4";"      10";"       5"
"1291";"3000   ";"21700";"2017JJ00";"      71";"       5";"      27";"      34";"       5";"      31";"      15";"       4";"       9";"       6"
"1292";"3000   ";"21700";"2018JJ00";"      71";"       7";"      30";"      28";"       6";"      28";"      19";"       0";"       9";"      10"
"1293";"3000   ";"21700";"2019JJ00";"      82";"       4";"      25";"      45";"       8";"      27";"      12";"       1";"      13";"      12"
"1294";"3000   ";"21700";"2020JJ00";"      76";"       4";"      25";"      40";"       7";"      33";"      15";"       0";"       7";"       9"
"1295";"3000   ";"21700";"2021JJ00";"     100";"      11";"      28";"      41";"      20";"      45";"      15";"       4";"       7";"      11"
"1296";"4000   ";"10000";"1950JJ00";"     186";"      42";"      87";"      48";"       9";"      36";"      19";"";"      43";"       7"
"1297";"4000   ";"10000";"1951JJ00";"     213";"      50";"     115";"      44";"       4";"      48";"      19";"";"      55";"       8"
"1298";"4000   ";"10000";"1952JJ00";"     231";"      55";"     118";"      51";"       7";"      50";"      21";"";"      57";"      11"
"1299";"4000   ";"10000";"1953JJ00";"     241";"      54";"     124";"      56";"       7";"      41";"      15";"";"      70";"      10"
"1300";"4000   ";"10000";"1954JJ00";"     228";"      48";"     124";"      53";"       3";"      56";"      18";"";"      53";"       6"
"1301";"4000   ";"10000";"1955JJ00";"     248";"      50";"     138";"      53";"       7";"      48";"      22";"";"      68";"      10"
