"ID";"Sex";"Age";"Periods";"TotalSuicides_1";"Unmarried_2";"Married_3";"Widowed_4";"Divorced_5";"HangingStrangulation_6";"DrugsMedicinesAlcohol_7";"TrainMetro_8";"Drowning_9";"JumpingFromHeight_10"
"444";"T001038";"60700";"1962JJ00";"     157";"      19";"      87";"      46";"       5";"      60";"      11";"";"      25";"       5"
"445";"T001038";"60700";"1963JJ00";"     159";"      31";"      85";"      36";"       7";"      68";"      14";"";"      39";"       5"
"446";"T001038";"60700";"1964JJ00";"     132";"      16";"      77";"      34";"       5";"      41";"       9";"";"      33";"       6"
"447";"T001038";"60700";"1965JJ00";"     164";"      20";"      97";"      40";"       7";"      63";"       8";"";"      33";"       8"
"448";"T001038";"60700";"1966JJ00";"     171";"      19";"     108";"      40";"       4";"      73";"      10";"";"      46";"       3"
"449";"T001038";"60700";"1967JJ00";"     141";"      18";"      89";"      31";"       3";"      53";"      16";"";"      45";"       8"
"450";"T001038";"60700";"1968JJ00";"     161";"      32";"      84";"      42";"       3";"      67";"      28";"";"      44";"       6"
"451";"T001038";"60700";"1969JJ00";"     194";"      29";"     109";"      48";"       8";"      84";"      38";"";"      38";"      10"
"452";"T001038";"60700";"1970JJ00";"     201";"      26";"     121";"      51";"       3";"      76";"      42";"";"      54";"       8"
"453";"T001038";"60700";"1971JJ00";"     196";"      28";"     104";"      55";"       9";"      76";"      47";"";"      46";"       8"
"454";"T001038";"60700";"1972JJ00";"     212";"      17";"     135";"      46";"      14";"      87";"      46";"";"      46";"       9"
"455";"T001038";"60700";"1973JJ00";"     200";"      29";"     117";"      45";"       9";"      74";"      44";"";"      48";"       9"
"456";"T001038";"60700";"1974JJ00";"     219";"      27";"     129";"      49";"      14";"      86";"      45";"";"      62";"       9"
"457";"T001038";"60700";"1975JJ00";"     176";"      22";"      97";"      43";"      14";"      67";"      40";"";"      41";"      11"
"458";"T001038";"60700";"1976JJ00";"     188";"      25";"      99";"      50";"      14";"      72";"      28";"";"      56";"      14"
"459";"T001038";"60700";"1977JJ00";"     189";"      32";"      97";"      41";"      19";"      81";"      35";"";"      52";"      11"
"460";"T001038";"60700";"1978JJ00";"     240";"      28";"     135";"      60";"      17";"      85";"      45";"";"      63";"      13"
"461";"T001038";"60700";"1979JJ00";"     229";"      34";"     113";"      70";"      12";"      90";"      30";"      14";"      65";"      16"
"462";"T001038";"60700";"1980JJ00";"     231";"      26";"     134";"      50";"      21";"      99";"      41";"      14";"      50";"      12"
"463";"T001038";"60700";"1981JJ00";"     230";"      30";"     133";"      50";"      17";"      85";"      40";"       8";"      61";"      13"
"464";"T001038";"60700";"1982JJ00";"     244";"      31";"     123";"      65";"      25";"      94";"      38";"      23";"      51";"      13"
"465";"T001038";"60700";"1983JJ00";"     252";"      38";"     145";"      52";"      17";"     102";"      35";"      15";"      54";"      18"
"466";"T001038";"60700";"1984JJ00";"     258";"      30";"     138";"      72";"      18";"      97";"      37";"      14";"      65";"      18"
"467";"T001038";"60700";"1985JJ00";"     233";"      28";"     129";"      54";"      22";"     107";"      34";"      13";"      38";"      19"
"468";"T001038";"60700";"1986JJ00";"     229";"      36";"     128";"      39";"      26";"     100";"      32";"      11";"      38";"      15"
"469";"T001038";"60700";"1987JJ00";"     227";"      31";"     109";"      58";"      29";"      90";"      34";"      10";"      42";"      13"
"470";"T001038";"60700";"1988JJ00";"     200";"      15";"     111";"      49";"      25";"      72";"      21";"      14";"      50";"      17"
"471";"T001038";"60700";"1989JJ00";"     220";"      31";"     101";"      56";"      32";"      90";"      32";"      17";"      39";"      16"
"472";"T001038";"60700";"1990JJ00";"     179";"      26";"      81";"      39";"      33";"      77";"      20";"       7";"      40";"      18"
"473";"T001038";"60700";"1991JJ00";"     202";"      24";"      91";"      51";"      36";"      76";"      23";"      14";"      39";"      14"
"474";"T001038";"60700";"1992JJ00";"     190";"      30";"      85";"      39";"      36";"      63";"      27";"      14";"      46";"      19"
"475";"T001038";"60700";"1993JJ00";"     177";"      25";"      82";"      34";"      36";"      74";"      26";"      13";"      24";"      12"
"476";"T001038";"60700";"1994JJ00";"     183";"      24";"      96";"      31";"      32";"      78";"      37";"      12";"      24";"       9"
"477";"T001038";"60700";"1995JJ00";"     174";"      32";"      77";"      32";"      33";"      71";"      34";"      10";"      24";"      11"
"478";"T001038";"60700";"1996JJ00";"     158";"      24";"      76";"      33";"      25";"      64";"      22";"      14";"      22";"       9"
"479";"T001038";"60700";"1997JJ00";"     181";"      18";"      93";"      38";"      32";"      77";"      33";"      13";"      25";"      14"
"480";"T001038";"60700";"1998JJ00";"     162";"      21";"      70";"      37";"      34";"      68";"      27";"      13";"      20";"      13"
"481";"T001038";"60700";"1999JJ00";"     182";"      26";"      79";"      33";"      44";"      87";"      22";"      11";"      31";"       8"
"482";"T001038";"60700";"2000JJ00";"     169";"      24";"      88";"      26";"      31";"      69";"      29";"      17";"      30";"      10"
"483";"T001038";"60700";"2001JJ00";"     157";"      24";"      66";"      28";"      39";"      64";"      21";"       8";"      28";"      14"
"484";"T001038";"60700";"2002JJ00";"     174";"      25";"      92";"      16";"      41";"      64";"      34";"      12";"      25";"      12"
"485";"T001038";"60700";"2003JJ00";"     171";"      29";"      76";"      20";"      46";"      71";"      23";"      13";"      23";"      19"
"486";"T001038";"60700";"2004JJ00";"     165";"      23";"      75";"      27";"      40";"      78";"      28";"      10";"      18";"      15"
"487";"T001038";"60700";"2005JJ00";"     162";"      24";"      66";"      24";"      48";"      70";"      29";"      11";"      26";"      14"
"488";"T001038";"60700";"2006JJ00";"     177";"      26";"      79";"      30";"      42";"      75";"      30";"      14";"      17";"      23"
"489";"T001038";"60700";"2007JJ00";"     195";"      27";"      88";"      25";"      55";"      79";"      40";"      16";"      19";"      23"
"490";"T001038";"60700";"2008JJ00";"     198";"      32";"      92";"      24";"      50";"      91";"      41";"      18";"      22";"      10"
"491";"T001038";"60700";"2009JJ00";"     191";"      33";"      76";"      19";"      63";"      82";"      30";"      15";"      19";"      16"
"492";"T001038";"60700";"2010JJ00";"     240";"      40";"     111";"      27";"      62";"      94";"      43";"      21";"      26";"      24"
"493";"T001038";"60700";"2011JJ00";"     216";"      36";"      94";"      23";"      63";"      84";"      43";"      27";"      27";"      14"
"494";"T001038";"60700";"2012JJ00";"     249";"      50";"     111";"      31";"      57";"     102";"      46";"      19";"      39";"      20"
"495";"T001038";"60700";"2013JJ00";"     295";"      58";"     131";"      31";"      75";"     141";"      48";"      19";"      31";"      18"
"496";"T001038";"60700";"2014JJ00";"     253";"      44";"     124";"      27";"      58";"     104";"      52";"      21";"      18";"      24"
"497";"T001038";"60700";"2015JJ00";"     312";"      53";"     117";"      39";"     103";"     139";"      60";"      28";"      25";"      19"
"498";"T001038";"60700";"2016JJ00";"     337";"      74";"     134";"      27";"     102";"     152";"      76";"      24";"      25";"      31"
"499";"T001038";"60700";"2017JJ00";"     326";"      78";"     119";"      38";"      91";"     147";"      66";"      19";"      35";"      23"
"500";"T001038";"60700";"2018JJ00";"     299";"      67";"     117";"      35";"      80";"     136";"      66";"      21";"      27";"      26"
"501";"T001038";"60700";"2019JJ00";"     320";"      79";"     130";"      37";"      74";"     141";"      74";"      27";"      13";"      22"
"502";"T001038";"60700";"2020JJ00";"     284";"      78";"     105";"      29";"      72";"     125";"      57";"      15";"      15";"      18"
"503";"T001038";"60700";"2021JJ00";"     304";"      84";"     115";"      23";"      82";"     133";"      57";"      23";"      19";"      19"
"504";"T001038";"60800";"1950JJ00";"      79";"      12";"      25";"      38";"       4";"      31";"       4";"";"      18";"       2"
"505";"T001038";"60800";"1951JJ00";"      87";"      13";"      25";"      49";"       0";"      39";"       1";"";"      21";"       2"
"506";"T001038";"60800";"1952JJ00";"      90";"      15";"      31";"      40";"       4";"      44";"       0";"";"      22";"       2"
"507";"T001038";"60800";"1953JJ00";"     113";"      10";"      46";"      56";"       1";"      50";"       3";"";"      27";"       2"
"508";"T001038";"60800";"1954JJ00";"      92";"      18";"      34";"      39";"       1";"      39";"       4";"";"      20";"       3"
"509";"T001038";"60800";"1955JJ00";"      99";"      16";"      41";"      42";"       0";"      37";"       9";"";"      25";"       3"
"510";"T001038";"60800";"1956JJ00";"     119";"      19";"      56";"      43";"       1";"      48";"       2";"";"      32";"       3"
"511";"T001038";"60800";"1957JJ00";"     107";"      11";"      41";"      54";"       1";"      33";"       5";"";"      23";"       3"
"512";"T001038";"60800";"1958JJ00";"     144";"      20";"      48";"      72";"       4";"      55";"       2";"";"      40";"       4"
"513";"T001038";"60800";"1959JJ00";"     112";"       8";"      51";"      49";"       4";"      38";"       4";"";"      29";"       5"
"514";"T001038";"60800";"1960JJ00";"      98";"      12";"      25";"      57";"       4";"      25";"       3";"";"      27";"       4"
"515";"T001038";"60800";"1961JJ00";"     117";"      19";"      39";"      56";"       3";"      42";"       5";"";"      36";"       5"
"516";"T001038";"60800";"1962JJ00";"     127";"      11";"      47";"      65";"       4";"      48";"       4";"";"      31";"       4"
"517";"T001038";"60800";"1963JJ00";"     111";"      18";"      41";"      50";"       2";"      51";"       7";"";"      17";"       3"
"518";"T001038";"60800";"1964JJ00";"     112";"      16";"      36";"      55";"       5";"      49";"       9";"";"      21";"       4"
"519";"T001038";"60800";"1965JJ00";"     136";"      15";"      54";"      65";"       2";"      54";"      13";"";"      38";"       5"
"520";"T001038";"60800";"1966JJ00";"     103";"      12";"      42";"      48";"       1";"      44";"      12";"";"      22";"       7"
"521";"T001038";"60800";"1967JJ00";"     104";"       8";"      47";"      49";"       0";"      43";"      11";"";"      30";"       7"
"522";"T001038";"60800";"1968JJ00";"     122";"      11";"      49";"      59";"       3";"      57";"      15";"";"      37";"       3"
"523";"T001038";"60800";"1969JJ00";"      93";"      17";"      39";"      33";"       4";"      38";"      16";"";"      24";"       5"
"524";"T001038";"60800";"1970JJ00";"     133";"      13";"      48";"      67";"       5";"      67";"      15";"";"      36";"       8"
"525";"T001038";"60800";"1971JJ00";"     161";"      15";"      63";"      74";"       9";"      61";"      34";"";"      42";"      11"
"526";"T001038";"60800";"1972JJ00";"     126";"      15";"      50";"      59";"       2";"      48";"      19";"";"      39";"       5"
"527";"T001038";"60800";"1973JJ00";"     114";"      13";"      49";"      43";"       9";"      36";"      20";"";"      35";"      13"
"528";"T001038";"60800";"1974JJ00";"     145";"      17";"      72";"      53";"       3";"      58";"      17";"";"      48";"      10"
"529";"T001038";"60800";"1975JJ00";"     143";"      20";"      53";"      63";"       7";"      59";"      19";"";"      34";"      15"
"530";"T001038";"60800";"1976JJ00";"     166";"      19";"      74";"      65";"       8";"      78";"      20";"";"      40";"      11"
"531";"T001038";"60800";"1977JJ00";"     134";"      17";"      48";"      64";"       5";"      55";"      21";"";"      34";"       9"
"532";"T001038";"60800";"1978JJ00";"     138";"      19";"      52";"      63";"       4";"      42";"      17";"";"      49";"      18"
"533";"T001038";"60800";"1979JJ00";"     178";"      16";"      67";"      79";"      16";"      72";"      23";"       5";"      56";"      13"
"534";"T001038";"60800";"1980JJ00";"     146";"      14";"      54";"      72";"       6";"      60";"      21";"       8";"      39";"       8"
"535";"T001038";"60800";"1981JJ00";"     158";"      24";"      53";"      73";"       8";"      64";"      25";"       6";"      41";"      14"
"536";"T001038";"60800";"1982JJ00";"     167";"      18";"      69";"      66";"      14";"      61";"      26";"      10";"      37";"      17"
"537";"T001038";"60800";"1983JJ00";"     212";"      23";"      96";"      84";"       9";"      70";"      39";"       7";"      57";"      20"
"538";"T001038";"60800";"1984JJ00";"     204";"      19";"      87";"      83";"      15";"      74";"      34";"      11";"      50";"      13"
"539";"T001038";"60800";"1985JJ00";"     163";"      15";"      75";"      64";"       9";"      60";"      24";"       8";"      48";"      14"
"540";"T001038";"60800";"1986JJ00";"     169";"      21";"      65";"      74";"       9";"      67";"      22";"       7";"      46";"      15"
"541";"T001038";"60800";"1987JJ00";"     185";"      25";"      83";"      70";"       7";"      82";"      24";"      16";"      36";"      11"
"542";"T001038";"60800";"1988JJ00";"     161";"      22";"      58";"      67";"      14";"      58";"      21";"       7";"      41";"      19"
"543";"T001038";"60800";"1989JJ00";"     138";"      19";"      52";"      60";"       7";"      53";"      17";"       6";"      40";"      11"
"544";"T001038";"60800";"1990JJ00";"     135";"      12";"      47";"      69";"       7";"      51";"      18";"       6";"      40";"      11"
"545";"T001038";"60800";"1991JJ00";"     153";"      17";"      60";"      65";"      11";"      49";"      24";"       8";"      35";"      11"
"546";"T001038";"60800";"1992JJ00";"     163";"      27";"      64";"      59";"      13";"      67";"      22";"      12";"      35";"      16"
"547";"T001038";"60800";"1993JJ00";"     163";"      18";"      68";"      60";"      17";"      62";"      25";"      14";"      33";"      17"
"548";"T001038";"60800";"1994JJ00";"     136";"      15";"      61";"      49";"      11";"      57";"      22";"       9";"      20";"      12"
"549";"T001038";"60800";"1995JJ00";"     125";"      10";"      62";"      44";"       9";"      66";"      13";"       3";"      21";"       9"
"550";"T001038";"60800";"1996JJ00";"     155";"      18";"      61";"      59";"      17";"      68";"      27";"       8";"      27";"      13"
"551";"T001038";"60800";"1997JJ00";"     125";"      12";"      53";"      45";"      15";"      48";"      24";"       7";"      22";"      13"
"552";"T001038";"60800";"1998JJ00";"     130";"      17";"      50";"      45";"      18";"      42";"      23";"       3";"      34";"      12"
"553";"T001038";"60800";"1999JJ00";"     116";"      15";"      49";"      40";"      12";"      45";"      18";"       5";"      23";"      11"
"554";"T001038";"60800";"2000JJ00";"     124";"      16";"      52";"      48";"       8";"      57";"      15";"       7";"      23";"       9"
"555";"T001038";"60800";"2001JJ00";"     121";"      13";"      46";"      46";"      16";"      51";"      21";"       7";"      17";"      14"
"556";"T001038";"60800";"2002JJ00";"     132";"      17";"      54";"      48";"      13";"      56";"      24";"       9";"      15";"       9"
"557";"T001038";"60800";"2003JJ00";"     125";"       9";"      51";"      47";"      18";"      46";"      21";"       7";"      21";"      17"
"558";"T001038";"60800";"2004JJ00";"     100";"      16";"      48";"      25";"      11";"      46";"      18";"       7";"      17";"       8"
"559";"T001038";"60800";"2005JJ00";"     115";"      12";"      49";"      42";"      12";"      56";"      18";"       9";"      16";"       8"
"560";"T001038";"60800";"2006JJ00";"     116";"      14";"      43";"      36";"      23";"      54";"      18";"       2";"      21";"      12"
"561";"T001038";"60800";"2007JJ00";"      99";"      11";"      36";"      39";"      13";"      40";"      22";"       5";"      15";"       7"
"562";"T001038";"60800";"2008JJ00";"     112";"      20";"      52";"      27";"      13";"      44";"      19";"       5";"      21";"      10"
"563";"T001038";"60800";"2009JJ00";"     126";"      22";"      53";"      32";"      19";"      54";"      17";"       8";"      22";"       7"
"564";"T001038";"60800";"2010JJ00";"     109";"      13";"      51";"      32";"      13";"      46";"      14";"      11";"      20";"      10"
"565";"T001038";"60800";"2011JJ00";"     130";"      18";"      61";"      39";"      12";"      56";"      23";"      13";"      14";"       8"
"566";"T001038";"60800";"2012JJ00";"     127";"      13";"      55";"      37";"      22";"      48";"      20";"       7";"      27";"      11"
"567";"T001038";"60800";"2013JJ00";"     143";"      11";"      65";"      39";"      28";"      58";"      29";"       8";"      17";"      12"
"568";"T001038";"60800";"2014JJ00";"     157";"      14";"      70";"      39";"      34";"      56";"      42";"       9";"      23";"       9"
"569";"T001038";"60800";"2015JJ00";"     168";"      18";"      81";"      47";"      22";"      62";"      44";"      14";"      22";"      14"
"570";"T001038";"60800";"2016JJ00";"     186";"      21";"      82";"      46";"      37";"      73";"      41";"      11";"      26";"      21"
"571";"T001038";"60800";"2017JJ00";"     169";"      18";"      64";"      41";"      46";"      53";"      41";"      11";"      30";"      12"
"572";"T001038";"60800";"2018JJ00";"     176";"      19";"      72";"      43";"      42";"      71";"      36";"      11";"      14";"      15"
"573";"T001038";"60800";"2019JJ00";"     180";"      20";"      76";"      46";"      38";"      74";"      35";"       9";"      23";"      12"
"574";"T001038";"60800";"2020JJ00";"     206";"      16";"     101";"      37";"      52";"      80";"      35";"      14";"      21";"      12"
"575";"T001038";"60800";"2021JJ00";"     189";"      25";"      75";"      51";"      38";"      72";"      34";"       8";"       9";"      16"
"576";"T001038";"21700";"1950JJ00";"      25";"       1";"       1";"      23";"       0";"      10";"       0";"";"      10";"       1"
"577";"T001038";"21700";"1951JJ00";"      28";"       1";"       4";"      23";"       0";"      12";"       1";"";"      10";"       1"
"578";"T001038";"21700";"1952JJ00";"      24";"       1";"       6";"      17";"       0";"      13";"       1";"";"       5";"       1"
"579";"T001038";"21700";"1953JJ00";"      37";"       4";"       7";"      25";"       1";"      15";"       1";"";"      14";"       3"
"580";"T001038";"21700";"1954JJ00";"      40";"       3";"       9";"      26";"       2";"      24";"       0";"";"       6";"       2"
"581";"T001038";"21700";"1955JJ00";"      41";"       4";"       6";"      31";"       0";"      20";"       0";"";"      11";"       3"
"582";"T001038";"21700";"1956JJ00";"      34";"       4";"       7";"      23";"       0";"      18";"       2";"";"       8";"       1"
"583";"T001038";"21700";"1957JJ00";"      33";"       2";"       5";"      26";"       0";"      18";"       1";"";"       6";"       2"
"584";"T001038";"21700";"1958JJ00";"      32";"       2";"      10";"      20";"       0";"      16";"       1";"";"       6";"       1"
"585";"T001038";"21700";"1959JJ00";"      54";"       6";"       6";"      42";"       0";"      23";"       2";"";"      14";"       1"
"586";"T001038";"21700";"1960JJ00";"      45";"       6";"       8";"      29";"       2";"      19";"       1";"";"      16";"       0"
"587";"T001038";"21700";"1961JJ00";"      42";"       1";"       9";"      31";"       1";"      19";"       0";"";"      10";"       2"
"588";"T001038";"21700";"1962JJ00";"      42";"       5";"      10";"      27";"       0";"      20";"       0";"";"      11";"       2"
"589";"T001038";"21700";"1963JJ00";"      47";"       6";"       9";"      31";"       1";"      21";"       1";"";"      13";"       1"
"590";"T001038";"21700";"1964JJ00";"      51";"       5";"      10";"      36";"       0";"      23";"       2";"";"      12";"       2"
"591";"T001038";"21700";"1965JJ00";"      73";"       8";"      16";"      46";"       3";"      32";"       2";"";"      23";"       3"
"592";"T001038";"21700";"1966JJ00";"      59";"       6";"      14";"      39";"       0";"      29";"       4";"";"      16";"       2"
"593";"T001038";"21700";"1967JJ00";"      50";"       4";"      10";"      36";"       0";"      28";"       3";"";"      11";"       3"
"594";"T001038";"21700";"1968JJ00";"      47";"       1";"      10";"      34";"       2";"      21";"       5";"";"      14";"       4"
"595";"T001038";"21700";"1969JJ00";"      55";"       3";"      10";"      41";"       1";"      32";"       7";"";"      12";"       3"
"596";"T001038";"21700";"1970JJ00";"      65";"       5";"      15";"      44";"       1";"      34";"       8";"";"      17";"       1"
"597";"T001038";"21700";"1971JJ00";"      60";"       8";"      15";"      36";"       1";"      22";"       7";"";"      19";"       8"
"598";"T001038";"21700";"1972JJ00";"      72";"       2";"      20";"      48";"       2";"      31";"      10";"";"      17";"       8"
"599";"T001038";"21700";"1973JJ00";"      54";"       6";"      16";"      30";"       2";"      20";"      13";"";"      15";"       5"
"600";"T001038";"21700";"1974JJ00";"      65";"       5";"      21";"      39";"       0";"      25";"       6";"";"      19";"      12"
"601";"T001038";"21700";"1975JJ00";"      65";"       5";"      11";"      47";"       2";"      26";"       4";"";"      26";"       5"
"602";"T001038";"21700";"1976JJ00";"      70";"       3";"      20";"      46";"       1";"      32";"       6";"";"      21";"       8"
"603";"T001038";"21700";"1977JJ00";"      70";"       8";"      11";"      49";"       2";"      36";"      10";"";"      15";"       5"
"604";"T001038";"21700";"1978JJ00";"      58";"       2";"      11";"      43";"       2";"      27";"       6";"";"      14";"       8"
"605";"T001038";"21700";"1979JJ00";"      58";"       1";"      16";"      41";"       0";"      26";"       4";"       2";"       5";"      12"
"606";"T001038";"21700";"1980JJ00";"      79";"       7";"      16";"      52";"       4";"      29";"      14";"       1";"      24";"       8"
"607";"T001038";"21700";"1981JJ00";"      76";"       7";"      12";"      54";"       3";"      31";"      13";"       0";"      18";"       8"
"608";"T001038";"21700";"1982JJ00";"     101";"      15";"      29";"      57";"       0";"      38";"       8";"       3";"      30";"      13"
"609";"T001038";"21700";"1983JJ00";"     112";"       7";"      29";"      72";"       4";"      48";"      15";"       1";"      27";"      16"
"610";"T001038";"21700";"1984JJ00";"      99";"      12";"      26";"      59";"       2";"      40";"      16";"       2";"      21";"      16"
"611";"T001038";"21700";"1985JJ00";"      92";"       9";"      22";"      59";"       2";"      37";"      12";"       1";"      19";"      14"
"612";"T001038";"21700";"1986JJ00";"      93";"      10";"      23";"      55";"       5";"      40";"      11";"       1";"      20";"      15"
"613";"T001038";"21700";"1987JJ00";"      81";"       9";"      22";"      49";"       1";"      37";"      12";"       1";"      16";"       9"
"614";"T001038";"21700";"1988JJ00";"     105";"       6";"      18";"      77";"       4";"      44";"      15";"       3";"      24";"      13"
"615";"T001038";"21700";"1989JJ00";"      70";"      12";"      15";"      40";"       3";"      26";"      10";"       4";"      15";"       8"
"616";"T001038";"21700";"1990JJ00";"     100";"      10";"      19";"      69";"       2";"      38";"      20";"       3";"      21";"      11"
"617";"T001038";"21700";"1991JJ00";"     107";"       7";"      33";"      64";"       3";"      43";"      10";"       2";"      21";"      19"
"618";"T001038";"21700";"1992JJ00";"     103";"       3";"      22";"      70";"       8";"      30";"      26";"       4";"      19";"      14"
"619";"T001038";"21700";"1993JJ00";"      86";"       9";"      18";"      50";"       9";"      32";"      18";"       1";"      16";"      10"
"620";"T001038";"21700";"1994JJ00";"      90";"       8";"      23";"      56";"       3";"      39";"      14";"       1";"      21";"       6"
"621";"T001038";"21700";"1995JJ00";"      82";"       7";"      24";"      45";"       6";"      29";"      16";"       0";"      18";"      10"
"622";"T001038";"21700";"1996JJ00";"      96";"       8";"      20";"      61";"       7";"      41";"      22";"       1";"      14";"      11"
"623";"T001038";"21700";"1997JJ00";"     101";"      13";"      23";"      62";"       3";"      48";"      13";"       0";"      20";"       8"
"624";"T001038";"21700";"1998JJ00";"     101";"       4";"      24";"      66";"       7";"      39";"      15";"       3";"      21";"       9"
"625";"T001038";"21700";"1999JJ00";"      91";"       5";"      21";"      57";"       8";"      30";"      25";"       2";"      17";"      12"
"626";"T001038";"21700";"2000JJ00";"      90";"       8";"      18";"      58";"       6";"      32";"      20";"       5";"      16";"       7"
"627";"T001038";"21700";"2001JJ00";"      78";"       1";"      21";"      48";"       8";"      31";"      16";"       5";"      12";"       8"
"628";"T001038";"21700";"2002JJ00";"      89";"       7";"      15";"      58";"       9";"      39";"      20";"       0";"      16";"       9"
"629";"T001038";"21700";"2003JJ00";"      92";"       6";"      19";"      62";"       5";"      34";"      25";"       2";"       7";"      14"
"630";"T001038";"21700";"2004JJ00";"      88";"       5";"      21";"      52";"      10";"      35";"      18";"       2";"      13";"      12"
"631";"T001038";"21700";"2005JJ00";"      80";"       9";"      28";"      39";"       4";"      36";"      16";"       0";"      11";"      13"
"632";"T001038";"21700";"2006JJ00";"      89";"      11";"      18";"      51";"       9";"      36";"      13";"       4";"      15";"      13"
"633";"T001038";"21700";"2007JJ00";"      68";"       8";"      24";"      34";"       2";"      28";"      19";"       4";"       9";"       7"
"634";"T001038";"21700";"2008JJ00";"      73";"       5";"      20";"      44";"       4";"      22";"      18";"       2";"      12";"      13"
"635";"T001038";"21700";"2009JJ00";"      91";"      12";"      23";"      49";"       7";"      41";"      21";"       3";"      15";"       6"
"636";"T001038";"21700";"2010JJ00";"      84";"       4";"      18";"      52";"      10";"      28";"      23";"       2";"      17";"      10"
"637";"T001038";"21700";"2011JJ00";"      84";"       5";"      32";"      39";"       8";"      29";"      25";"       1";"      10";"      14"
"638";"T001038";"21700";"2012JJ00";"      88";"       5";"      27";"      51";"       5";"      26";"      34";"       4";"      11";"       8"
"639";"T001038";"21700";"2013JJ00";"     100";"       9";"      23";"      62";"       6";"      39";"      26";"       2";"      10";"      15"
"640";"T001038";"21700";"2014JJ00";"      92";"       3";"      26";"      57";"       6";"      33";"      27";"       3";"      15";"       9"
"641";"T001038";"21700";"2015JJ00";"     109";"       5";"      40";"      51";"      13";"      47";"      29";"       3";"      14";"       7"
"642";"T001038";"21700";"2016JJ00";"     124";"       6";"      29";"      73";"      16";"      34";"      51";"       6";"      15";"      14"
"643";"T001038";"21700";"2017JJ00";"     112";"       6";"      31";"      64";"      11";"      36";"      32";"       4";"      14";"      10"
"644";"T001038";"21700";"2018JJ00";"     109";"       8";"      36";"      55";"      10";"      37";"      36";"       0";"      13";"      17"
"645";"T001038";"21700";"2019JJ00";"     114";"       9";"      31";"      64";"      10";"      33";"      23";"       1";"      19";"      17"
"646";"T001038";"21700";"2020JJ00";"     125";"       5";"      35";"      70";"      15";"      37";"      40";"       0";"      14";"      16"
"647";"T001038";"21700";"2021JJ00";"     135";"      12";"      36";"      58";"      29";"      50";"      31";"       4";"       9";"      14"
"648";"3000   ";"10000";"1950JJ00";"     373";"     103";"     188";"      70";"      12";"     186";"      15";"";"      51";"      11"
"649";"3000   ";"10000";"1951JJ00";"     405";"     109";"     213";"      77";"       6";"     190";"      11";"";"      73";"       6"
"650";"3000   ";"10000";"1952JJ00";"     424";"     112";"     221";"      76";"      15";"     217";"       9";"";"      51";"       7"
"651";"3000   ";"10000";"1953JJ00";"     443";"     118";"     230";"      82";"      13";"     217";"      11";"";"      75";"       4"
"652";"3000   ";"10000";"1954JJ00";"     435";"     117";"     235";"      69";"      14";"     215";"      13";"";"      52";"       6"
"653";"3000   ";"10000";"1955JJ00";"     402";"     103";"     212";"      78";"       9";"     191";"      13";"";"      69";"      10"
"654";"3000   ";"10000";"1956JJ00";"     384";"     101";"     217";"      59";"       7";"     207";"      10";"";"      60";"       6"
"655";"3000   ";"10000";"1957JJ00";"     403";"     113";"     195";"      85";"      10";"     193";"      13";"";"      61";"       8"
"656";"3000   ";"10000";"1958JJ00";"     475";"     118";"     263";"      78";"      16";"     201";"      13";"";"      93";"       8"
"657";"3000   ";"10000";"1959JJ00";"     488";"     136";"     244";"      92";"      16";"     220";"      17";"";"      85";"      10"
"658";"3000   ";"10000";"1960JJ00";"     468";"     119";"     239";"      92";"      18";"     206";"      20";"";"      85";"       9"
"659";"3000   ";"10000";"1961JJ00";"     496";"     122";"     272";"      90";"      12";"     220";"      29";"";"      94";"      16"
"660";"3000   ";"10000";"1962JJ00";"     467";"     140";"     231";"      80";"      16";"     210";"      30";"";"      66";"      12"
"661";"3000   ";"10000";"1963JJ00";"     468";"     131";"     246";"      81";"      10";"     228";"      34";"";"      68";"       9"
"662";"3000   ";"10000";"1964JJ00";"     494";"     153";"     241";"      86";"      14";"     213";"      38";"";"      76";"      12"
"663";"3000   ";"10000";"1965JJ00";"     524";"     156";"     260";"      93";"      15";"     250";"      43";"";"      86";"      12"
"664";"3000   ";"10000";"1966JJ00";"     553";"     149";"     300";"      91";"      13";"     249";"      47";"";"      97";"      14"
"665";"3000   ";"10000";"1967JJ00";"     498";"     158";"     240";"      77";"      23";"     229";"      52";"";"      87";"      23"
"666";"3000   ";"10000";"1968JJ00";"     505";"     159";"     249";"      75";"      22";"     248";"      62";"";"      77";"      15"
"667";"3000   ";"10000";"1969JJ00";"     582";"     170";"     307";"      83";"      22";"     270";"     117";"";"      79";"      29"
"668";"3000   ";"10000";"1970JJ00";"     647";"     186";"     345";"      90";"      26";"     296";"     115";"";"     113";"      32"
"669";"3000   ";"10000";"1971JJ00";"     644";"     206";"     331";"      83";"      24";"     273";"     133";"";"      98";"      27"
"670";"3000   ";"10000";"1972JJ00";"     663";"     197";"     346";"      83";"      37";"     265";"     163";"";"      93";"      29"
"671";"3000   ";"10000";"1973JJ00";"     662";"     219";"     345";"      61";"      37";"     282";"     123";"";"      79";"      43"
"672";"3000   ";"10000";"1974JJ00";"     743";"     211";"     403";"      68";"      61";"     315";"     151";"";"      93";"      54"
"673";"3000   ";"10000";"1975JJ00";"     736";"     256";"     345";"      87";"      48";"     293";"     135";"";"     108";"      51"
